activity_name,activity_type,activity_category,pipeline_name,factory_name,factory_type,subscription_id,subscription_name,ir_type,linked_service,depends_on
Ingest Customer,Copy,DataMovement,Ingest AdventureWorksOLTP to Databricks Workflow,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Ingest ProductModel,Copy,DataMovement,Ingest AdventureWorksOLTP to Databricks Workflow,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Ingest ProductDescription,Copy,DataMovement,Ingest AdventureWorksOLTP to Databricks Workflow,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Ingest Product,Copy,DataMovement,Ingest AdventureWorksOLTP to Databricks Workflow,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Ingest ProductModelProductDescription,Copy,DataMovement,Ingest AdventureWorksOLTP to Databricks Workflow,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Ingest ProductCategory,Copy,DataMovement,Ingest AdventureWorksOLTP to Databricks Workflow,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Ingest Address,Copy,DataMovement,Ingest AdventureWorksOLTP to Databricks Workflow,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Ingest CustomerAddress,Copy,DataMovement,Ingest AdventureWorksOLTP to Databricks Workflow,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Ingest SalesOrderDetail,Copy,DataMovement,Ingest AdventureWorksOLTP to Databricks Workflow,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Ingest SalesOrderHeader,Copy,DataMovement,Ingest AdventureWorksOLTP to Databricks Workflow,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Execute Databricks Workflow,ExecutePipeline,ControlFlow,Ingest AdventureWorksOLTP to Databricks Workflow,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Ingest Customer,Copy,DataMovement,Ingest AdventureWorksOLTP to Landing Test,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Ingest ProductModel,Copy,DataMovement,Ingest AdventureWorksOLTP to Landing Test,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Ingest ProductDescription,Copy,DataMovement,Ingest AdventureWorksOLTP to Landing Test,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Ingest Product,Copy,DataMovement,Ingest AdventureWorksOLTP to Landing Test,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Ingest ProductModelProductDescription,Copy,DataMovement,Ingest AdventureWorksOLTP to Landing Test,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Ingest ProductCategory,Copy,DataMovement,Ingest AdventureWorksOLTP to Landing Test,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Ingest Address,Copy,DataMovement,Ingest AdventureWorksOLTP to Landing Test,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Ingest CustomerAddress,Copy,DataMovement,Ingest AdventureWorksOLTP to Landing Test,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Ingest SalesOrderDetail,Copy,DataMovement,Ingest AdventureWorksOLTP to Landing Test,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Ingest SalesOrderHeader,Copy,DataMovement,Ingest AdventureWorksOLTP to Landing Test,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
ADF Testing Pipeline Test,DatabricksNotebook,Transformation,Ingest AdventureWorksOLTP to Landing Test,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
UC Pipeline Test,DatabricksNotebook,Transformation,Ingest AdventureWorksOLTP to Landing Test,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
ADF Testing Pipeline Test 2,DatabricksNotebook,Transformation,Ingest AdventureWorksOLTP to Landing Test,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
UC Pipeline Test 2,DatabricksNotebook,Transformation,Ingest AdventureWorksOLTP to Landing Test,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
ADF Testing Pipeline Test 3,DatabricksNotebook,Transformation,Ingest AdventureWorksOLTP to Landing Test,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
UC Pipeline Test 3,DatabricksNotebook,Transformation,Ingest AdventureWorksOLTP to Landing Test,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Start Databricks Workflow,Unknown,Unknown,Native ADF Databricks Jobs Activity_copy1,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,AzureDatabricks8,[]
Ingestion Techniques,Switch,ControlFlow,DBSQL_Ingestion,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Lookup Config Table,Lookup,DataAccess,PL_Generic_Ingest_Executor,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
ForEach Record to Ingest,ForEach,ControlFlow,PL_Generic_Ingest_Executor,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
copy_maintenance_header to delta,Copy,DataMovement,Delta-copyTo-fleetmaintenance,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Streaming Table Ingestion - Databricks SQL Execute API,WebActivity,DataAccess,DBSQL Execution_copy1,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Lookup Previous Watermark Value,Lookup,DataAccess,PL_GENERIC_INGEST_WATERMARK,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Lookup Current Watermark Value,Lookup,DataAccess,PL_GENERIC_INGEST_WATERMARK,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Copy data incremental watermark,Copy,DataMovement,PL_GENERIC_INGEST_WATERMARK,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Insert Log Success,SqlServerStoredProcedure,Transformation,PL_GENERIC_INGEST_WATERMARK,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Insert Log Failure,SqlServerStoredProcedure,Transformation,PL_GENERIC_INGEST_WATERMARK,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Update WaterMark Value,SqlServerStoredProcedure,Transformation,PL_GENERIC_INGEST_WATERMARK,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Ingestion Techniques,Switch,ControlFlow,DBSQL_Ingestion_copy11,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Copy Excel,Copy,DataMovement,Excel,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Notebook1,DatabricksNotebook,Transformation,User Assigned MI,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Ingestion Type,IfCondition,ControlFlow,DBSQL Execution_copy2,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Get CDC Change Count,Lookup,DataAccess,PL_GENERIC_SQL_CDC_INGEST,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
If Table has changed rows,IfCondition,ControlFlow,PL_GENERIC_SQL_CDC_INGEST,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
LookupLSNCDC,Lookup,DataAccess,PL_GENERIC_SQL_CDC_INGEST,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Start Databricks Workflow,Unknown,Unknown,Native ADF Databricks Jobs Activity,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,AzureDatabricks8,[]
copy_maintenance_header to landing,Copy,DataMovement,fleetmaintenance-copy_usingJob,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
copy_power_output to landing,Copy,DataMovement,fleetmaintenance-copy_usingJob,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Execute Databricks Job using MI,ExecutePipeline,ControlFlow,fleetmaintenance-copy_usingJob,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
GetIngestionList,Lookup,DataAccess,BulkCopyfromDB_with_ControlTable,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
ForEachPartition,ForEach,ControlFlow,BulkCopyfromDB_with_ControlTable,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Copy data to ADLS,Copy,DataMovement,PL_Generic_Full_Load,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Get Metadata Of Previous Files,GetMetadata,DataAccess,PL_Generic_Full_Load,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
If Exists,IfCondition,ControlFlow,PL_Generic_Full_Load,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Insert Log Success,SqlServerStoredProcedure,Transformation,PL_Generic_Full_Load,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Insert Log Failure,SqlServerStoredProcedure,Transformation,PL_Generic_Full_Load,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
db-job-run-now,WebActivity,DataAccess,run-db-job,uday-satapathy-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
repeat-until-job-completes,Until,ControlFlow,run-db-job,uday-satapathy-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
set-run-id,SetVariable,ControlFlow,run-db-job,uday-satapathy-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Copy data1,Copy,DataMovement,pipeline1,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Job1,Unknown,Unknown,Jobactivity,uday-satapathy-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,databricks_fe_east,[]
If Condition1,IfCondition,ControlFlow,Webhook-Example,kishoremannavaadffe,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Notebook1,DatabricksNotebook,Transformation,pipeline1,adf-csc168,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Notebook2,DatabricksNotebook,Transformation,pipeline1,adf-csc168,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Notebook3,DatabricksNotebook,Transformation,pipeline1,adf-csc168,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Copy data1,Copy,DataMovement,DeltaLakeAccessUCDemo,adf-csc168,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
CheckFileExists,IfCondition,ControlFlow,wkmigrate_test_ifcondition,adf-wkmigrate-test,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
CopyBlobToBlob,Copy,DataMovement,wkmigrate_test_copy_simple,adf-wkmigrate-test,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
ForEachTable,ForEach,ControlFlow,wkmigrate_test_foreach,adf-wkmigrate-test,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
SetRunDate,SetVariable,ControlFlow,wkmigrate_test_variables,adf-wkmigrate-test,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
RunNotebook,DatabricksNotebook,Transformation,wkmigrate_test_variables,adf-wkmigrate-test,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
LookupConfig,Lookup,DataAccess,wkmigrate_test_lookup_web,adf-wkmigrate-test,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
CallApi,WebActivity,DataAccess,wkmigrate_test_lookup_web,adf-wkmigrate-test,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
UC_Demo,DatabricksNotebook,Transformation,UC_Demo_Pipeline,adf-csc168,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
db-job-run-now,WebActivity,DataAccess,run-db-job-serverless,uday-satapathy-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
repeat-until-job-completes,Until,ControlFlow,run-db-job-serverless,uday-satapathy-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
set-run-id,SetVariable,ControlFlow,run-db-job-serverless,uday-satapathy-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
db-job-submit-one-time-run,WebActivity,DataAccess,run-db-nb-job-one-time-serverless,uday-satapathy-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
repeat-until-job-completes,Until,ControlFlow,run-db-nb-job-one-time-serverless,uday-satapathy-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
set-run-id,SetVariable,ControlFlow,run-db-nb-job-one-time-serverless,uday-satapathy-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Execute Jobs API,WebActivity,DataAccess,Databricks - Run Serverless Notebook,kishoremannavaadffe,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Wait Until Job Completes,Until,ControlFlow,Databricks - Run Serverless Notebook,kishoremannavaadffe,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Check Job Status,IfCondition,ControlFlow,Databricks - Run Serverless Notebook,kishoremannavaadffe,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Get Job Run URL,WebActivity,DataAccess,Databricks - Run Serverless Notebook,kishoremannavaadffe,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Set Run Page URL,SetVariable,ControlFlow,Databricks - Run Serverless Notebook,kishoremannavaadffe,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Get Job Output,WebActivity,DataAccess,Databricks - Run Serverless Notebook,kishoremannavaadffe,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Set Notebook Output Result,SetVariable,ControlFlow,Databricks - Run Serverless Notebook,kishoremannavaadffe,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
create-df,DatabricksNotebook,Transformation,run-nb-test,uday-satapathy-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
db-sql-workflow,Unknown,Unknown,run-sql-job-and-get-output,uday-satapathy-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,databricks_fe_east,[]
get-run-id,SetVariable,ControlFlow,run-sql-job-and-get-output,uday-satapathy-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
get-run-details,WebActivity,DataAccess,run-sql-job-and-get-output,uday-satapathy-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
filter-task-by-taskname,Filter,ControlFlow,run-sql-job-and-get-output,uday-satapathy-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
set-job-run-task-run-id,SetVariable,ControlFlow,run-sql-job-and-get-output,uday-satapathy-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
get-task-run-output-uri,WebActivity,DataAccess,run-sql-job-and-get-output,uday-satapathy-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
set-sql-output-uri,SetVariable,ControlFlow,run-sql-job-and-get-output,uday-satapathy-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
get-task-run-output,WebActivity,DataAccess,run-sql-job-and-get-output,uday-satapathy-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
set-sql-task-output-variable,SetVariable,ControlFlow,run-sql-job-and-get-output,uday-satapathy-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
lf-job,Unknown,Unknown,adf-to-lf_job,demo-field-eng-east-adf-nb,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,AzureDatabricks_ls,[]
db-job-run-now,WebActivity,DataAccess,run-db-job-serverless-thru-sp,uday-satapathy-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
repeat-until-job-completes,Until,ControlFlow,run-db-job-serverless-thru-sp,uday-satapathy-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
set-run-id,SetVariable,ControlFlow,run-db-job-serverless-thru-sp,uday-satapathy-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
dataflow1,ExecuteDataFlow,Transformation,pipeline1,dthomfactorytest,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
spark-range-nb,DatabricksNotebook,Transformation,run-nb-sp,uday-satapathy-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
http_get_db_token_ws_level,WebActivity,DataAccess,get-db-token-ws-level-m2m,uday-satapathy-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Execute Jobs API,WebActivity,DataAccess,Databricks - Run Serverless Notebook,uday-satapathy-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Wait Until Job Completes,Until,ControlFlow,Databricks - Run Serverless Notebook,uday-satapathy-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Check Job Status,IfCondition,ControlFlow,Databricks - Run Serverless Notebook,uday-satapathy-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Get Job Run URL,WebActivity,DataAccess,Databricks - Run Serverless Notebook,uday-satapathy-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Set Run Page URL,SetVariable,ControlFlow,Databricks - Run Serverless Notebook,uday-satapathy-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Execute Workflow Run API,WebActivity,DataAccess,Databricks - Trigger Workflow,kishoremannavaadffe,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Wait Until Job Completes,Until,ControlFlow,Databricks - Trigger Workflow,kishoremannavaadffe,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Check Job Status,IfCondition,ControlFlow,Databricks - Trigger Workflow,kishoremannavaadffe,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Get Job Run URL,WebActivity,DataAccess,Databricks - Trigger Workflow,kishoremannavaadffe,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Set Run Page URL,SetVariable,ControlFlow,Databricks - Trigger Workflow,kishoremannavaadffe,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Pre Notebook,Wait,ControlFlow,P2,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Execute Reusable,ExecutePipeline,ControlFlow,P2,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Notebook1,DatabricksNotebook,Transformation,P2,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Post Notebook,Wait,ControlFlow,P2,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Execute Job with Parameters,WebActivity,DataAccess,001 - Run Workflow via Web API,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Wait Until Job Completes,Until,ControlFlow,001 - Run Workflow via Web API,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Notebook1,DatabricksNotebook,Transformation,cb_cvs_test,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
blob2parquet,ExecuteDataFlow,Transformation,dbx-scb-aj-pl,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Execute Jobs API,WebActivity,DataAccess,Reusable 2,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Until1,Until,ControlFlow,Reusable 2,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
copy_data,Copy,DataMovement,dbrookes_sales_pipeline,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
trigger_databricks_workflow,WebActivity,DataAccess,dbrookes_simple_pipeline,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
run_migration_workflow,DatabricksNotebook,Transformation,dbx-scb-udp,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
blob2ADLS,Copy,DataMovement,dbx_scb_aj_copy_convert,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
convertToDelta,DatabricksNotebook,Transformation,dbx_scb_aj_copy_convert,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
SQL_to_ADLS,Copy,DataMovement,005 - Ingest to Delta Lake via Copy,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Execute Jobs API,WebActivity,DataAccess,Reusable 3,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Until1,Until,ControlFlow,Reusable 3,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Hello World Notebook,DatabricksNotebook,Transformation,010 - Job Cluster With Custom Policy,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Execute Pipeline1,ExecutePipeline,ControlFlow,Tigger Serverless Notebook,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
spark_r_w,DatabricksNotebook,Transformation,dbx_scb_aj_copy,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
run_notebook_from_adf,DatabricksNotebook,Transformation,pipeline1,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Pre Notebook,Wait,ControlFlow,P1,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Execute Reusable,ExecutePipeline,ControlFlow,P1,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Notebook1,DatabricksNotebook,Transformation,P1,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Post Notebook,Wait,ControlFlow,P1,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Execute Workflow Run API,WebActivity,DataAccess,Databricks - Trigger Workflow,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Wait Until Job Completes,Until,ControlFlow,Databricks - Trigger Workflow,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Check Job Status,IfCondition,ControlFlow,Databricks - Trigger Workflow,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Get Job Run URL,WebActivity,DataAccess,Databricks - Trigger Workflow,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Set Run Page URL,SetVariable,ControlFlow,Databricks - Trigger Workflow,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Execute Job with Parameters,WebActivity,DataAccess,002 - Run Serverless Workflow via Web API,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Wait Until Job Completes,Until,ControlFlow,002 - Run Serverless Workflow via Web API,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Data flow,ExecuteDataFlow,Transformation,006 - Ingestion to Delta Lake with Data Flow,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Hello World Notebook,DatabricksNotebook,Transformation,01 - Init_Script_test,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Sleep notebook,DatabricksNotebook,Transformation,notebook_trigger_parallel_interactive_test,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
